DOUBLES (AABC) — HIT LOG (DATE SORTED) — QUALIFIED FAMILIES ONLY
Each row is one AABC hit in a stream. Member is boxkey4 (sorted digits). fixed_rank is 1–78 family stream rank.
Streams used: 76 (excluded: Maryland | Pick 4 Evening, Maryland | Pick 4 Midday) | Qualified families: 56
--------------------------------------------------------------------------------------------------------------------------------------------
DATE       FAM MEM  STREAM                                   FIX 60H 60/WK  90H 90/WK  180H 180/WK 
2024-07-04 179 1799 Louisiana - Pick 4                        60 016   1.87 025   1.94  053    2.06
2024-07-04 246 2446 New York - Win 4 Midday                   01 021   2.45 027   2.10  050    1.94
2024-07-04 246 2466 Texas - Daily 4 Night                     11 021   2.45 027   2.10  050    1.94
2024-07-04 357 3357 Indiana - Daily 4 Evening                 52 020   2.33 030   2.33  059    2.29
2024-07-04 359 3559 Atlantic Canada - Lotto 4                 18 027   3.15 036   2.80  059    2.29
2024-07-04 359 3599 Ontario - Pick 4 Evening                  16 027   3.15 036   2.80  059    2.29
2024-07-04 359 3559 Virginia - Pick 4 Day                     44 027   3.15 036   2.80  059    2.29
2024-07-04 457 4557 Illinois - Pick 4 Evening                 01 024   2.80 035   2.72  054    2.10
2024-07-04 459 4559 Massachusetts - Numbers Game Evening      01 017   1.98 024   1.87  056    2.18
2024-07-05 012 0112 Puerto Rico - Pega 4 Noche                NA 023   2.68 030   2.33  049    1.91
2024-07-05 017 0017 Kentucky - Pick 4 Midday                  NA 018   2.10 027   2.10  046    1.79
2024-07-05 017 0177 New York - Win 4 Evening                  NA 018   2.10 027   2.10  046    1.79
2024-07-05 019 0119 Pennsylvania - Pick 4 Evening             NA 018   2.10 023   1.79  054    2.10
2024-07-05 056 0556 Québec - Quotidienne 4                    NA 016   1.87 024   1.87  052    2.02
2024-07-05 067 0677 Arkansas - Cash 4 Midday                  NA 019   2.22 027   2.10  050    1.94
2024-07-05 145 1455 North Carolina - Pick 4 Evening           30 014   1.63 026   2.02  049    1.91
2024-07-05 145 1445 Virginia - Pick 4 Day                     63 014   1.63 026   2.02  049    1.91
2024-07-05 145 1145 Wisconsin - Pick 4 Midday                 06 014   1.63 026   2.02  049    1.91
2024-07-05 167 1167 Florida - Pick 4 Evening                  30 020   2.33 029   2.26  053    2.06
2024-07-05 179 1799 Texas - Daily 4 Day                       15 016   1.87 025   1.94  053    2.06
2024-07-05 238 2388 Georgia - Cash 4 Midday                   35 019   2.22 030   2.33  047    1.83
2024-07-05 238 2338 Mississippi - Cash 4 Midday               22 019   2.22 030   2.33  047    1.83
2024-07-05 245 2455 Michigan - Daily 4 Evening                43 013   1.52 031   2.41  052    2.02
2024-07-05 245 2245 Michigan - Daily 4 Midday                 28 013   1.52 031   2.41  052    2.02
2024-07-05 245 2455 Rhode Island - Numbers Game Midday        59 013   1.52 031   2.41  052    2.02
2024-07-05 249 2249 South Carolina - Pick 4 Evening           23 021   2.45 033   2.57  060    2.33
2024-07-05 278 2778 West Virginia - Daily 4                   12 028   3.27 037   2.88  057    2.22
2024-07-05 689 6899 Ontario - Pick 4 Evening                  67 024   2.80 034   2.64  055    2.14
2024-07-06 013 0133 North Carolina - Pick 4 Daytime           NA 019   2.22 026   2.02  050    1.94
2024-07-06 016 0016 Georgia - Cash 4 Night                    NA 025   2.92 031   2.41  055    2.14
2024-07-06 025 0225 Delaware - Play 4 Night                   NA 019   2.22 025   1.94  049    1.91
2024-07-06 028 0028 Ohio - Pick 4 Evening                     NA 017   1.98 033   2.57  054    2.10
2024-07-06 056 0556 Kentucky - Pick 4 Midday                  NA 016   1.87 024   1.87  052    2.02
2024-07-06 059 0599 Georgia - Cash 4 Midday                   NA 019   2.22 031   2.41  047    1.83
2024-07-06 179 1799 Mississippi - Cash 4 Evening              61 016   1.87 025   1.94  053    2.06
2024-07-06 239 2339 Québec - Quotidienne 4                    26 014   1.63 023   1.79  052    2.02
2024-07-06 246 2246 Puerto Rico - Pega 4 Día                  41 021   2.45 027   2.10  050    1.94
2024-07-06 348 3448 Missouri - Pick 4 Midday                  33 015   1.75 026   2.02  038    1.48
2024-07-06 348 3448 West Virginia - Daily 4                   03 015   1.75 026   2.02  038    1.48
2024-07-06 357 3357 Pennsylvania - Pick 4 Day                 19 020   2.33 030   2.33  059    2.29
2024-07-06 357 3577 Puerto Rico - Pega 4 Noche                38 020   2.33 030   2.33  059    2.29
2024-07-06 489 4889 Iowa - Pick 4 Evening                     15 019   2.22 029   2.26  054    2.10
2024-07-06 679 6679 Tennessee - Cash 4 Morning                08 017   1.98 031   2.41  046    1.79
2024-07-06 689 6889 Virginia - Pick 4 Night                   64 024   2.80 034   2.64  055    2.14
2024-07-07 018 0188 Oregon - Pick 4 1pm                       NA 023   2.68 034   2.64  061    2.37
2024-07-07 018 0118 Pennsylvania - Pick 4 Evening             NA 023   2.68 034   2.64  061    2.37
2024-07-07 025 0255 Indiana - Daily 4 Midday                  NA 019   2.22 025   1.94  049    1.91
2024-07-07 028 0228 Wisconsin - Pick 4 Midday                 NA 017   1.98 033   2.57  054    2.10
2024-07-07 029 0299 Rhode Island - Numbers Game Midday        NA 019   2.22 030   2.33  053    2.06
2024-07-07 038 0388 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 021   2.45 030   2.33  058    2.26
2024-07-07 046 0446 Massachusetts - Numbers Game Midday       NA 018   2.10 023   1.79  048    1.87
2024-07-07 129 1129 Ontario - Pick 4 Midday                   05 025   2.92 029   2.26  045    1.75
2024-07-07 168 1668 Atlantic Canada - Lotto 4                 58 018   2.10 024   1.87  042    1.63
2024-07-07 169 1669 South Carolina - Pick 4 Evening           09 018   2.10 031   2.41  056    2.18
2024-07-07 239 2239 Connecticut - Play 4 Day                  22 014   1.63 023   1.79  052    2.02
2024-07-07 257 2257 Iowa - Pick 4 Midday                      43 012   1.40 021   1.63  052    2.02
2024-07-07 378 3378 Idaho - Pick 4 Day                        23 020   2.33 027   2.10  060    2.33
2024-07-07 679 6679 Rhode Island - Numbers Game Evening       05 017   1.98 031   2.41  046    1.79
2024-07-08 017 0177 Arkansas - Cash 4 Evening                 NA 018   2.10 027   2.10  046    1.79
2024-07-08 025 0025 Georgia - Cash 4 Evening                  NA 019   2.22 025   1.94  049    1.91
2024-07-08 048 0488 Oregon - Pick 4 4pm                       NA 021   2.45 031   2.41  059    2.29
2024-07-08 129 1129 Tennessee - Cash 4 Midday                 24 025   2.92 029   2.26  045    1.75
2024-07-08 238 2238 Illinois - Pick 4 Midday                  02 019   2.22 030   2.33  047    1.83
2024-07-08 249 2249 Wisconsin - Pick 4 Midday                 25 021   2.45 033   2.57  060    2.33
2024-07-08 257 2557 West Virginia - Daily 4                   11 012   1.40 021   1.63  052    2.02
2024-07-08 359 3559 California - Daily 4                      67 027   3.15 036   2.80  059    2.29
2024-07-08 457 4557 Atlantic Canada - Lotto 4                 17 024   2.80 035   2.72  054    2.10
2024-07-08 579 5779 Ohio - Pick 4 Evening                     44 018   2.10 026   2.02  039    1.52
2024-07-08 789 7899 Rhode Island - Numbers Game Midday        26 021   2.45 031   2.41  061    2.37
2024-07-09 013 0113 South Carolina - Pick 4 Midday            NA 019   2.22 026   2.02  050    1.94
2024-07-09 016 0166 Ohio - Pick 4 Evening                     NA 025   2.92 031   2.41  055    2.14
2024-07-09 017 0177 Washington, D.C. - DC-4 1:50pm            NA 018   2.10 027   2.10  046    1.79
2024-07-09 019 0119 Texas - Daily 4 Night                     NA 018   2.10 023   1.79  054    2.10
2024-07-09 028 0228 West Virginia - Daily 4                   NA 017   1.98 033   2.57  054    2.10
2024-07-09 068 0668 Delaware - Play 4 Night                   NA 023   2.68 037   2.88  057    2.22
2024-07-09 169 1169 Pennsylvania - Pick 4 Evening             48 018   2.10 031   2.41  056    2.18
2024-07-09 245 2445 Missouri - Pick 4 Evening                 22 013   1.52 031   2.41  052    2.02
2024-07-09 257 2257 Tri-State (ME, NH & VT) - Pick 4 Day      12 012   1.40 021   1.63  052    2.02
2024-07-09 279 2799 South Carolina - Pick 4 Evening           01 020   2.33 025   1.94  043    1.67
2024-07-09 345 3345 Michigan - Daily 4 Midday                 71 019   2.22 028   2.18  051    1.98
2024-07-09 379 3379 Ontario - Pick 4 Midday                   10 019   2.22 031   2.41  053    2.06
2024-07-09 459 4559 Wisconsin - Pick 4 Evening                42 017   1.98 024   1.87  056    2.18
2024-07-09 489 4899 Georgia - Cash 4 Night                    40 019   2.22 029   2.26  054    2.10
2024-07-09 567 5677 Arkansas - Cash 4 Evening                 66 019   2.22 028   2.18  043    1.67
2024-07-10 018 0018 Arkansas - Cash 4 Evening                 NA 023   2.68 034   2.64  061    2.37
2024-07-10 018 0188 Pennsylvania - Pick 4 Evening             NA 023   2.68 034   2.64  061    2.37
2024-07-10 025 0255 North Carolina - Pick 4 Daytime           NA 019   2.22 025   1.94  049    1.91
2024-07-10 056 0566 Michigan - Daily 4 Midday                 NA 016   1.87 024   1.87  052    2.02
2024-07-10 149 1499 Puerto Rico - Pega 4 Noche                28 018   2.10 025   1.94  043    1.67
2024-07-10 238 2338 Washington, D.C. - DC-4 11:30pm           72 019   2.22 030   2.33  047    1.83
2024-07-10 238 2238 Washington, D.C. - DC-4 1:50pm            29 019   2.22 030   2.33  047    1.83
2024-07-10 245 2455 Atlantic Canada - Lotto 4                 10 013   1.52 031   2.41  052    2.02
2024-07-10 258 2588 New Mexico - Pick 4 Day                   44 020   2.33 032   2.49  052    2.02
2024-07-10 379 3799 Florida - Pick 4 Midday                   50 019   2.22 031   2.41  053    2.06
2024-07-10 379 3379 Missouri - Pick 4 Evening                 13 019   2.22 031   2.41  053    2.06
2024-07-10 389 3899 Missouri - Pick 4 Midday                  24 019   2.22 031   2.41  057    2.22
2024-07-10 457 4457 Indiana - Daily 4 Midday                  33 024   2.80 035   2.72  054    2.10
2024-07-10 679 6679 Delaware - Play 4 Day                     10 017   1.98 031   2.41  046    1.79
2024-07-10 689 6889 Pennsylvania - Pick 4 Day                 25 024   2.80 034   2.64  055    2.14
2024-07-10 789 7889 Rhode Island - Numbers Game Evening       09 021   2.45 031   2.41  061    2.37
2024-07-11 019 0119 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 018   2.10 023   1.79  054    2.10
2024-07-11 027 0277 Texas - Daily 4 Evening                   NA 020   2.33 029   2.26  051    1.98
2024-07-11 046 0466 Wisconsin - Pick 4 Evening                NA 018   2.10 023   1.79  048    1.87
2024-07-11 059 0059 Pennsylvania - Pick 4 Day                 NA 019   2.22 031   2.41  047    1.83
2024-07-11 068 0068 Iowa - Pick 4 Evening                     NA 023   2.68 037   2.88  057    2.22
2024-07-11 068 0068 Washington, D.C. - DC-4 1:50pm            NA 023   2.68 037   2.88  057    2.22
2024-07-11 169 1169 Massachusetts - Numbers Game Evening      07 018   2.10 031   2.41  056    2.18
2024-07-11 169 1699 Texas - Daily 4 Day                       10 018   2.10 031   2.41  056    2.18
2024-07-11 238 2338 Arkansas - Cash 4 Evening                 07 019   2.22 030   2.33  047    1.83
2024-07-11 278 2278 Wisconsin - Pick 4 Midday                 46 028   3.27 037   2.88  057    2.22
2024-07-11 279 2779 Oregon - Pick 4 1pm                       20 020   2.33 025   1.94  043    1.67
2024-07-11 279 2799 Western Canada - Pick 4                   15 020   2.33 025   1.94  043    1.67
2024-07-11 357 3557 New Jersey - Pick 4 Evening               27 020   2.33 030   2.33  059    2.29
2024-07-11 357 3357 Tennessee - Cash 4 Evening                50 020   2.33 030   2.33  059    2.29
2024-07-11 389 3899 Atlantic Canada - Lotto 4                 46 019   2.22 031   2.41  057    2.22
2024-07-11 456 4456 Connecticut - Play 4 Day                  30 022   2.57 030   2.33  052    2.02
2024-07-11 456 4456 Ontario - Pick 4 Evening                  09 022   2.57 030   2.33  052    2.02
2024-07-11 457 4557 Georgia - Cash 4 Night                    31 024   2.80 035   2.72  054    2.10
2024-07-11 689 6689 New Mexico - Pick 4 Evening               43 024   2.80 034   2.64  055    2.14
2024-07-12 012 0112 Florida - Pick 4 Evening                  NA 023   2.68 030   2.33  049    1.91
2024-07-12 013 0133 Virginia - Pick 4 Night                   NA 019   2.22 026   2.02  050    1.94
2024-07-12 016 0016 Idaho - Pick 4 Day                        NA 025   2.92 031   2.41  055    2.14
2024-07-12 016 0016 Missouri - Pick 4 Midday                  NA 025   2.92 031   2.41  055    2.14
2024-07-12 016 0116 South Carolina - Pick 4 Midday            NA 025   2.92 031   2.41  055    2.14
2024-07-12 017 0017 Michigan - Daily 4 Evening                NA 018   2.10 027   2.10  046    1.79
2024-07-12 018 0118 Washington, D.C. - DC-4 11:30pm           NA 023   2.68 034   2.64  061    2.37
2024-07-12 024 0224 Indiana - Daily 4 Evening                 NA 015   1.75 024   1.87  052    2.02
2024-07-12 024 0024 Massachusetts - Numbers Game Evening      NA 015   1.75 024   1.87  052    2.02
2024-07-12 038 0338 Illinois - Pick 4 Midday                  NA 021   2.45 030   2.33  058    2.26
2024-07-12 046 0046 Mississippi - Cash 4 Midday               NA 018   2.10 023   1.79  048    1.87
2024-07-12 169 1699 Ohio - Pick 4 Evening                     57 018   2.10 031   2.41  056    2.18
2024-07-12 236 2366 Illinois - Pick 4 Evening                 42 018   2.10 029   2.26  047    1.83
2024-07-12 236 2236 West Virginia - Daily 4                   28 018   2.10 029   2.26  047    1.83
2024-07-12 249 2249 Indiana - Daily 4 Midday                  68 021   2.45 033   2.57  060    2.33
2024-07-12 278 2788 Missouri - Pick 4 Evening                 09 028   3.27 037   2.88  057    2.22
2024-07-13 012 0012 Rhode Island - Numbers Game Midday        NA 023   2.68 030   2.33  049    1.91
2024-07-13 018 0188 North Carolina - Pick 4 Daytime           NA 023   2.68 034   2.64  061    2.37
2024-07-13 023 0233 Missouri - Pick 4 Midday                  NA 013   1.52 023   1.79  052    2.02
2024-07-13 028 0028 Washington, D.C. - DC-4 1:50pm            NA 017   1.98 033   2.57  054    2.10
2024-07-13 029 0229 Illinois - Pick 4 Evening                 NA 019   2.22 030   2.33  053    2.06
2024-07-13 056 0556 Massachusetts - Numbers Game Midday       NA 016   1.87 024   1.87  052    2.02
2024-07-13 059 0059 Oregon - Pick 4 4pm                       NA 019   2.22 031   2.41  047    1.83
2024-07-13 068 0688 Wisconsin - Pick 4 Midday                 NA 023   2.68 037   2.88  057    2.22
2024-07-13 135 1135 Connecticut - Play 4 Day                  17 023   2.68 030   2.33  051    1.98
2024-07-13 167 1667 North Carolina - Pick 4 Evening           54 020   2.33 029   2.26  053    2.06
2024-07-13 167 1167 Pennsylvania - Pick 4 Evening             02 020   2.33 029   2.26  053    2.06
2024-07-13 168 1668 Florida - Pick 4 Evening                  17 018   2.10 024   1.87  042    1.63
2024-07-13 179 1779 Western Canada - Pick 4                   32 016   1.87 025   1.94  053    2.06
2024-07-13 345 3455 Kentucky - Pick 4 Midday                  20 019   2.22 028   2.18  051    1.98
2024-07-13 345 3345 South Carolina - Pick 4 Midday            05 019   2.22 028   2.18  051    1.98
2024-07-13 379 3799 Texas - Daily 4 Night                     50 019   2.22 031   2.41  053    2.06
2024-07-13 389 3889 Arkansas - Cash 4 Midday                  38 019   2.22 031   2.41  057    2.22
2024-07-13 457 4577 Tri-State (ME, NH & VT) - Pick 4 Evening  40 024   2.80 035   2.72  054    2.10
2024-07-13 489 4489 Oregon - Pick 4 10pm                      39 019   2.22 029   2.26  054    2.10
2024-07-13 679 6679 Texas - Daily 4 Morning                   21 017   1.98 031   2.41  046    1.79
2024-07-13 789 7899 Indiana - Daily 4 Evening                 26 021   2.45 031   2.41  061    2.37
2024-07-14 012 0012 Florida - Pick 4 Midday                   NA 023   2.68 030   2.33  049    1.91
2024-07-14 023 0223 Ontario - Pick 4 Evening                  NA 013   1.52 023   1.79  052    2.02
2024-07-14 046 0446 Indiana - Daily 4 Midday                  NA 018   2.10 023   1.79  048    1.87
2024-07-14 056 0056 Massachusetts - Numbers Game Midday       NA 016   1.87 024   1.87  052    2.02
2024-07-14 056 0056 North Carolina - Pick 4 Evening           NA 016   1.87 024   1.87  052    2.02
2024-07-14 056 0056 Oregon - Pick 4 10pm                      NA 016   1.87 024   1.87  052    2.02
2024-07-14 059 0559 Oregon - Pick 4 1pm                       NA 019   2.22 031   2.41  047    1.83
2024-07-14 068 0068 Idaho - Pick 4 Day                        NA 023   2.68 037   2.88  057    2.22
2024-07-14 129 1129 Idaho - Pick 4 Night                      32 025   2.92 029   2.26  045    1.75
2024-07-14 135 1135 Washington, D.C. - DC-4 7:50pm            69 023   2.68 030   2.33  051    1.98
2024-07-14 146 1446 New Jersey - Pick 4 Midday                60 018   2.10 025   1.94  055    2.14
